date,hour,LA_Qin,LA_Level,LA_Inlet,LA_F_1500,LA_F_1200,LA_P_1500,LA_P_1200,TotalFlow
2026-04-10,14,2.0,4.28,19.4,10473.0,3890.0,12.12,11.07,14363.0
2026-04-10,15,8.0,4.3,19.52,10429.0,3884.0,12.1,11.06,14313.0
2026-04-10,16,6.0,4.31,18.57,10300.0,3874.0,12.0,10.95,14174.0
2026-04-10,17,14119.0,4.24,17.57,12010.0,4729.0,15.62,14.96,16739.0
2026-04-10,18,15234.0,4.0,17.46,13500.0,5317.0,19.07,18.49,18817.0
2026-04-10,19,15130.0,3.75,17.32,13196.0,5134.0,19.0,18.39,18331.0
2026-04-10,20,15094.0,3.51,17.28,13099.0,5091.0,18.89,18.26,18190.0
2026-04-10,21,15128.0,3.33,17.3,12035.0,4721.0,17.0,16.33,16756.0
2026-04-10,22,8805.0,3.35,17.92,10445.0,4039.0,13.22,12.33,14483.0
2026-04-10,23,1853.0,3.52,21.71,7567.0,2826.0,8.49,7.35,10393.0
2026-04-11,0,2450.0,3.72,20.63,5802.0,2145.0,5.95,4.8,7947.0
2026-04-11,1,2563.0,3.94,20.35,5617.0,2109.0,6.14,4.97,7726.0
2026-04-11,2,2671.0,4.18,22.28,5890.0,2218.0,6.86,5.7,8109.0
2026-04-11,3,2725.0,4.42,22.26,5855.0,2193.0,7.09,5.92,8048.0
2026-04-11,4,2701.0,4.66,22.32,5842.0,2192.0,7.14,5.98,8034.0
2026-04-11,5,4144.0,4.89,19.43,7899.0,2948.0,10.62,9.5,10847.0
2026-04-11,6,16248.0,4.98,16.98,11582.0,4521.0,16.38,15.65,16102.0
2026-04-11,7,16290.0,4.94,16.37,12855.0,5017.0,18.78,18.11,17872.0
2026-04-11,8,16148.0,4.81,16.08,13218.0,5180.0,18.94,18.29,18398.0
2026-04-11,9,16049.0,4.64,15.92,13361.0,5247.0,19.01,18.38,18608.0
2026-04-11,10,15586.0,4.44,16.3,13217.0,5168.0,18.06,17.44,18384.0
2026-04-11,11,15321.0,4.29,16.99,12093.0,4676.0,15.71,15.04,16769.0
2026-04-11,12,13594.0,4.24,18.81,10814.0,4237.0,13.12,12.38,15050.0
2026-04-11,13,18.0,4.26,18.52,10627.0,3894.0,12.36,11.33,14522.0
2026-04-11,14,4.0,4.27,18.52,10672.0,3967.0,12.6,11.56,14639.0
2026-04-11,15,11.0,4.29,18.62,10657.0,3953.0,12.71,11.68,14610.0
2026-04-11,16,244.0,4.3,18.41,10595.0,3952.0,12.62,11.58,14547.0
2026-04-11,17,15139.0,4.25,17.06,11949.0,4740.0,15.89,15.21,16689.0
2026-04-11,18,14944.0,4.01,16.97,13346.0,5229.0,19.08,18.5,18575.0
2026-04-11,19,15051.0,3.74,17.03,13056.0,5095.0,19.03,18.42,18151.0
2026-04-11,20,15297.0,3.55,17.52,12534.0,4844.0,18.18,17.52,17377.0
2026-04-11,21,14573.0,3.46,18.12,11546.0,4475.0,16.44,15.68,16021.0
2026-04-11,22,13191.0,3.39,20.3,10323.0,4040.0,13.61,12.78,14363.0
2026-04-11,23,4040.0,3.5,20.71,8502.0,3187.0,10.22,9.13,11688.0
2026-04-12,0,2706.0,3.74,22.01,6045.0,2262.0,6.53,5.37,8307.0
2026-04-12,1,2680.0,3.98,21.62,5758.0,2162.0,6.48,5.32,7920.0
2026-04-12,2,2733.0,4.22,22.15,5791.0,2143.0,6.9,5.74,7933.0
2026-04-12,3,2752.0,4.46,22.45,5805.0,2175.0,7.09,5.93,7980.0
2026-04-12,4,2719.0,4.71,22.09,5750.0,2123.0,7.09,5.93,7873.0
2026-04-12,5,2596.0,4.94,20.79,5270.0,1969.0,7.43,6.25,7238.0
2026-04-12,6,2046.0,5.16,19.12,7094.0,2627.0,9.51,8.35,9721.0
2026-04-12,7,14537.0,5.22,17.23,11154.0,4359.0,15.97,15.15,15512.0
2026-04-12,8,14443.0,5.04,17.38,12964.0,5047.0,19.02,18.34,18011.0
2026-04-12,9,13790.0,4.72,17.72,13091.0,5128.0,19.1,18.44,18219.0
2026-04-12,10,14025.0,4.36,17.36,12914.0,5048.0,18.11,17.47,17963.0
2026-04-12,11,14751.0,4.16,17.91,11666.0,4580.0,15.67,14.98,16246.0
2026-04-12,12,14066.0,4.14,18.5,10619.0,4187.0,13.2,12.43,14806.0
2026-04-12,13,21.0,4.21,19.09,10345.0,3760.0,12.4,11.36,14104.0
2026-04-12,14,2.0,4.22,18.69,10281.0,3760.0,12.48,11.44,14041.0
2026-04-12,15,0.0,4.23,18.64,10127.0,3733.0,12.44,11.39,13860.0
2026-04-12,16,149.0,4.25,18.13,9936.0,3643.0,12.26,11.22,13578.0
2026-04-12,17,14417.0,4.17,16.03,11663.0,4593.0,15.93,15.24,16256.0
2026-04-12,18,14873.0,3.98,16.62,13009.0,5063.0,18.96,18.37,18072.0
2026-04-12,19,14206.0,3.73,17.77,12598.0,4900.0,18.93,18.31,17498.0
2026-04-12,20,14362.0,3.52,18.68,12285.0,4732.0,18.19,17.53,17017.0
2026-04-12,21,13981.0,3.36,19.18,11379.0,4389.0,16.45,15.68,15768.0
2026-04-12,22,7054.0,3.34,19.59,10406.0,3886.0,13.87,12.88,14292.0
2026-04-12,23,1481.0,3.45,22.1,8554.0,3170.0,10.4,9.27,11724.0
2026-04-13,0,3601.0,3.68,21.86,6430.0,2400.0,6.98,5.83,8830.0
2026-04-13,1,3581.0,4.0,21.96,6052.0,2257.0,6.87,5.72,8309.0
2026-04-13,2,3599.0,4.32,22.69,5581.0,2100.0,6.7,5.54,7681.0
2026-04-13,3,3656.0,4.65,23.05,5588.0,2103.0,6.89,5.72,7691.0
2026-04-13,4,3526.0,4.98,22.92,5718.0,2153.0,7.12,5.95,7871.0
2026-04-13,5,5552.0,5.25,23.27,4949.0,1999.0,7.34,6.21,6948.0
2026-04-13,6,9024.0,5.32,20.99,6631.0,2779.0,9.39,8.42,9410.0
2026-04-13,7,12708.0,5.19,18.95,11140.0,4364.0,16.03,15.23,15504.0
2026-04-13,8,14108.0,4.9,17.84,12785.0,4975.0,18.97,18.31,17760.0
2026-04-13,9,14318.0,4.61,17.46,12917.0,5072.0,19.06,18.4,17988.0
2026-04-13,10,14655.0,4.32,17.34,12881.0,5024.0,17.98,17.34,17905.0
2026-04-13,11,15451.0,4.18,17.7,11757.0,4605.0,15.6,14.89,16362.0
2026-04-13,12,1017.0,4.19,19.33,10943.0,4045.0,13.44,12.45,14988.0
2026-04-13,13,196.0,4.18,19.5,10295.0,3746.0,12.36,11.32,14041.0
2026-04-13,14,205.0,4.21,18.73,10231.0,3757.0,12.3,11.26,13989.0
2026-04-13,15,195.0,4.24,18.31,10323.0,3831.0,12.41,11.37,14154.0
2026-04-13,16,186.0,4.27,18.1,10355.0,3837.0,12.5,11.45,14192.0
2026-04-13,17,14009.0,4.21,17.15,11813.0,4616.0,15.8,15.12,16429.0
2026-04-13,18,15166.0,3.97,16.47,13287.0,5143.0,19.1,18.52,18429.0
2026-04-13,19,15156.0,3.74,16.1,12930.0,4991.0,19.04,18.42,17921.0
2026-04-13,20,15310.0,3.58,16.33,12340.0,4802.0,18.2,17.54,17142.0
2026-04-13,21,14738.0,3.51,16.76,11448.0,4419.0,16.4,15.64,15868.0
2026-04-13,22,13747.0,3.48,18.2,10388.0,4003.0,13.7,12.86,14391.0
2026-04-13,23,13348.0,3.58,20.15,8219.0,3322.0,9.95,9.04,11541.0
2026-04-14,0,2859.0,3.9,20.56,5646.0,2076.0,5.91,4.76,7722.0
2026-04-14,1,2314.0,4.11,19.68,5439.0,2046.0,5.94,4.77,7485.0
2026-04-14,2,2141.0,4.31,21.19,5781.0,2166.0,6.61,5.45,7947.0
2026-04-14,3,2187.0,4.51,21.65,5819.0,2184.0,6.93,5.77,8003.0
2026-04-14,4,2182.0,4.7,21.52,5755.0,2152.0,7.1,5.93,7907.0
2026-04-14,5,2107.0,4.89,20.57,5136.0,1945.0,7.28,6.11,7080.0
2026-04-14,6,1994.0,5.08,19.82,6860.0,2584.0,9.45,8.29,9444.0
2026-04-14,7,13717.0,5.14,17.22,10934.0,4285.0,15.8,14.99,15219.0
2026-04-14,8,14616.0,4.97,16.67,12865.0,4991.0,18.98,18.31,17856.0
2026-04-14,9,14516.0,4.71,16.42,13014.0,5077.0,19.02,18.37,18090.0
2026-04-14,10,14492.0,4.42,16.32,12993.0,5047.0,18.06,17.43,18040.0
2026-04-14,11,14861.0,4.22,17.01,11944.0,4642.0,15.83,15.15,16585.0
2026-04-14,12,5826.0,4.23,17.5,10816.0,4075.0,13.24,12.31,14891.0
2026-04-14,13,11.0,4.27,18.08,10484.0,3802.0,12.44,11.41,14286.0
2026-04-14,14,0.0,4.28,18.4,10497.0,3837.0,12.6,11.56,14334.0
2026-04-14,15,0.0,4.29,18.54,10516.0,3865.0,12.7,11.67,14381.0
2026-04-14,16,0.0,4.31,18.6,10422.0,3791.0,12.66,11.62,14213.0
2026-04-14,17,13877.0,4.24,17.71,11782.0,4581.0,15.79,15.11,16363.0
2026-04-14,18,14571.0,3.98,17.53,13302.0,5140.0,19.08,18.51,18442.0
2026-04-14,19,14527.0,3.7,17.56,12994.0,5033.0,19.14,18.53,18027.0
2026-04-14,20,14559.0,3.47,17.63,12311.0,4780.0,18.2,17.53,17091.0
2026-04-14,21,14438.0,3.35,17.54,11430.0,4480.0,16.47,15.73,15910.0
2026-04-14,22,8833.0,3.34,17.82,10534.0,3992.0,13.7,12.78,14526.0
2026-04-14,23,2782.0,3.55,20.55,8506.0,3128.0,10.06,8.94,11634.0
2026-04-15,0,3002.0,3.82,19.98,5970.0,2212.0,6.23,5.08,8182.0
2026-04-15,1,3001.0,4.08,19.59,5740.0,2141.0,6.21,5.05,7880.0
2026-04-15,2,3020.0,4.35,19.8,5715.0,2147.0,6.48,5.31,7862.0
2026-04-15,3,3104.0,4.62,20.8,5850.0,2198.0,6.93,5.77,8048.0
2026-04-15,4,3225.0,4.91,22.02,6027.0,2274.0,7.32,6.16,8301.0
2026-04-15,5,3086.0,5.19,20.88,5084.0,1947.0,7.27,6.09,7031.0
2026-04-15,6,8457.0,5.34,20.38,6783.0,2746.0,9.41,8.4,9528.0
2026-04-15,7,13490.0,5.22,18.3,11035.0,4350.0,15.82,15.04,15384.0
2026-04-15,8,14839.0,5.01,17.05,12852.0,5019.0,19.0,18.32,17871.0
2026-04-15,9,15588.0,4.8,15.82,13006.0,5064.0,19.04,18.38,18070.0
2026-04-15,10,15400.0,4.61,15.51,12969.0,5096.0,17.94,17.3,18065.0
2026-04-15,11,14911.0,4.48,16.43,11839.0,4600.0,15.54,14.83,16440.0
2026-04-15,12,13235.0,4.4,18.19,10826.0,4238.0,13.1,12.36,15063.0
2026-04-15,13,313.0,4.4,18.39,10569.0,3887.0,12.5,11.46,14455.0
2026-04-15,14,183.0,4.43,18.6,10637.0,3910.0,12.73,11.69,14547.0
2026-04-15,15,206.0,4.45,18.59,10640.0,3917.0,12.72,11.68,14557.0
2026-04-15,16,181.0,4.48,18.2,10579.0,3873.0,12.76,11.71,14452.0
2026-04-15,17,13620.0,4.41,17.78,11909.0,4648.0,15.74,15.05,16557.0
2026-04-15,18,14517.0,4.12,18.17,13406.0,5228.0,19.08,18.52,18635.0
2026-04-15,19,14546.0,3.83,18.22,13076.0,5051.0,18.97,18.36,18127.0
2026-04-15,20,14389.0,3.57,17.95,12555.0,4911.0,18.17,17.52,17466.0
2026-04-15,21,14074.0,3.4,18.26,11613.0,4552.0,16.45,15.74,16165.0
2026-04-15,22,10702.0,3.29,19.07,10473.0,4001.0,13.82,12.93,14473.0
2026-04-15,23,3022.0,3.46,20.27,8491.0,3126.0,10.04,8.92,11617.0
2026-04-16,0,4048.0,3.78,20.04,5634.0,2073.0,5.94,4.79,7707.0
2026-04-16,1,4252.0,4.16,19.93,5479.0,2060.0,6.05,4.88,7539.0
2026-04-16,2,4321.0,4.56,20.43,5495.0,2087.0,6.4,5.22,7582.0
2026-04-16,3,4411.0,4.95,21.21,5614.0,2081.0,6.84,5.68,7695.0
2026-04-16,4,7545.0,5.31,20.94,7356.0,2818.0,9.55,8.51,10174.0
2026-04-16,5,12328.0,5.31,20.06,10434.0,4069.0,15.65,14.83,14503.0
2026-04-16,6,14789.0,5.09,18.09,12692.0,4911.0,18.93,18.25,17603.0
2026-04-16,7,14817.0,4.86,17.81,13046.0,5102.0,19.12,18.46,18148.0
2026-04-16,8,14747.0,4.59,17.61,13166.0,5191.0,19.13,18.48,18356.0
2026-04-16,9,14511.0,4.32,17.21,12890.0,5148.0,18.47,17.8,18038.0
2026-04-16,10,11574.0,4.1,17.05,11630.0,4555.0,15.13,14.36,16185.0
2026-04-16,11,200.0,4.12,18.1,10058.0,3721.0,11.91,10.85,13779.0
2026-04-16,12,205.0,4.15,19.01,10331.0,3832.0,11.94,10.88,14163.0
2026-04-16,13,190.0,4.18,19.26,10386.0,3845.0,12.01,10.96,14231.0
2026-04-16,14,195.0,4.21,19.21,10271.0,3846.0,11.96,10.91,14117.0
2026-04-16,15,210.0,4.23,19.44,10178.0,3794.0,11.91,10.86,13973.0
2026-04-16,16,327.0,4.26,18.89,10286.0,3807.0,12.29,11.25,14093.0
2026-04-16,17,14570.0,4.2,17.72,12023.0,4752.0,15.91,15.23,16775.0
2026-04-16,18,14866.0,3.96,17.33,13438.0,5315.0,19.09,18.52,18753.0
2026-04-16,19,14627.0,3.67,17.47,13128.0,5109.0,19.01,18.4,18237.0
2026-04-16,20,15261.0,3.43,17.26,12971.0,5015.0,18.91,18.29,17987.0
2026-04-16,21,15141.0,3.3,17.46,11863.0,4635.0,16.9,16.19,16498.0
2026-04-16,22,7434.0,3.33,18.57,10332.0,3839.0,13.31,12.34,14171.0
2026-04-16,23,2254.0,3.47,21.64,7614.0,2788.0,9.04,7.91,10402.0
2026-04-17,0,4434.0,3.79,21.17,5799.0,2142.0,6.29,5.14,7941.0
2026-04-17,1,4566.0,4.2,21.95,5687.0,2096.0,6.54,5.38,7783.0
2026-04-17,2,4593.0,4.62,22.39,5609.0,2076.0,6.85,5.69,7685.0
2026-04-17,3,4595.0,5.03,22.52,5619.0,2081.0,7.02,5.87,7700.0
2026-04-17,4,10803.0,5.33,23.85,7105.0,2890.0,9.51,8.57,9995.0
2026-04-17,5,13375.0,5.3,19.31,10696.0,4145.0,15.85,15.03,14841.0
2026-04-17,6,14719.0,5.1,17.34,12759.0,4924.0,18.95,18.29,17683.0
2026-04-17,7,15218.0,4.88,17.03,13057.0,5045.0,19.12,18.48,18103.0
2026-04-17,8,14996.0,4.65,16.98,13288.0,5196.0,19.12,18.48,18484.0
2026-04-17,9,14932.0,4.4,16.74,13001.0,5119.0,18.45,17.79,18120.0
2026-04-17,10,10359.0,4.23,17.22,11533.0,4461.0,14.69,13.88,15994.0
2026-04-17,11,5.0,4.26,18.77,10117.0,3732.0,11.98,10.9,13850.0
2026-04-17,12,18.0,4.27,19.53,10319.0,3796.0,11.86,10.8,14114.0
2026-04-17,13,6.0,4.28,19.61,10335.0,3819.0,11.9,10.85,14154.0
2026-04-17,14,10.0,4.3,19.58,10258.0,3847.0,11.91,10.85,14105.0
2026-04-17,15,9.0,4.31,19.63,10245.0,3797.0,12.03,10.98,14042.0
2026-04-17,16,8.0,4.32,18.71,10326.0,3848.0,12.27,11.21,14173.0
2026-04-17,17,13529.0,4.23,17.58,12013.0,4759.0,15.75,15.07,16772.0
2026-04-17,18,14766.0,3.93,16.83,13432.0,5301.0,19.08,18.5,18733.0
2026-04-17,19,14936.0,3.66,17.16,13067.0,5088.0,19.03,18.42,18155.0
2026-04-17,20,14977.0,3.43,17.2,12918.0,5035.0,18.92,18.28,17954.0
2026-04-17,21,14654.0,3.26,17.2,11863.0,4606.0,16.96,16.26,16469.0
2026-04-17,22,8921.0,3.19,18.94,10247.0,3880.0,13.25,12.32,14127.0
2026-04-17,23,1841.0,3.3,21.22,8021.0,2978.0,9.32,8.19,10999.0
2026-04-18,0,3526.0,3.55,21.82,5921.0,2202.0,6.2,5.04,8123.0
2026-04-18,1,3668.0,3.88,21.65,5706.0,2146.0,6.32,5.16,7852.0
2026-04-18,2,3709.0,4.22,22.14,5720.0,2157.0,6.73,5.56,7877.0
2026-04-18,3,3692.0,4.54,22.2,5716.0,2162.0,6.89,5.72,7878.0
2026-04-18,4,3657.0,4.89,21.82,5629.0,2127.0,6.88,5.71,7756.0
2026-04-18,5,3641.0,5.22,21.39,5341.0,2038.0,7.33,6.15,7379.0
2026-04-18,6,10341.0,5.43,22.34,7586.0,3047.0,10.1,9.14,10632.0
2026-04-18,7,13179.0,5.28,19.51,11525.0,4508.0,15.97,15.23,16033.0
2026-04-18,8,14692.0,5.01,17.94,13341.0,5211.0,19.12,18.49,18552.0
2026-04-18,9,14675.0,4.69,17.58,13469.0,5290.0,19.16,18.54,18760.0
2026-04-18,10,14948.0,4.39,17.13,13195.0,5144.0,17.92,17.32,18340.0
2026-04-18,11,14975.0,4.19,17.27,12242.0,4829.0,15.9,15.27,17071.0
2026-04-18,12,13014.0,4.15,18.09,11067.0,4337.0,13.18,12.42,15404.0
2026-04-18,13,4.0,4.2,18.57,10921.0,4018.0,12.71,11.66,14939.0
2026-04-18,14,12.0,4.22,18.38,10742.0,3964.0,12.51,11.46,14706.0
2026-04-18,15,4.0,4.23,18.26,10647.0,3926.0,12.58,11.54,14573.0
2026-04-18,16,4.0,4.24,18.85,10657.0,3919.0,12.64,11.6,14576.0
2026-04-18,17,14485.0,4.17,16.88,12046.0,4734.0,15.83,15.17,16780.0
2026-04-18,18,14509.0,3.87,16.61,13643.0,5323.0,19.23,18.66,18965.0
2026-04-18,19,15027.0,3.55,15.98,13350.0,5191.0,19.13,18.53,18541.0
2026-04-18,20,15627.0,3.34,15.81,12902.0,4996.0,18.43,17.8,17899.0
2026-04-18,21,15655.0,3.26,15.78,11842.0,4629.0,16.43,15.68,16471.0
2026-04-18,22,11629.0,3.33,16.75,10736.0,4101.0,13.7,12.81,14837.0
2026-04-18,23,2714.0,3.59,20.09,8429.0,3115.0,9.78,8.66,11545.0
2026-04-19,0,2715.0,3.83,20.18,5959.0,2190.0,6.08,4.93,8149.0
2026-04-19,1,2721.0,4.08,20.34,5785.0,2160.0,6.28,5.11,7945.0
2026-04-19,2,2773.0,4.32,20.55,5759.0,2154.0,6.64,5.48,7913.0
2026-04-19,3,2776.0,4.57,20.77,5721.0,2172.0,6.87,5.7,7893.0
2026-04-19,4,2828.0,4.82,21.28,5826.0,2193.0,7.01,5.84,8019.0
2026-04-19,5,2087.0,5.04,21.28,5452.0,2057.0,7.47,6.3,7509.0
2026-04-19,6,8214.0,5.22,20.25,7023.0,2733.0,9.39,8.33,9756.0
2026-04-19,7,14456.0,5.31,18.41,11524.0,4470.0,16.28,15.52,15994.0
2026-04-19,8,15068.0,5.1,17.41,13235.0,5166.0,19.13,18.48,18401.0
2026-04-19,9,15335.0,4.85,16.85,13420.0,5227.0,19.19,18.57,18647.0
2026-04-19,10,15338.0,4.59,16.84,13296.0,5213.0,18.01,17.4,18509.0
2026-04-19,11,15436.0,4.43,17.03,12132.0,4740.0,15.55,14.85,16871.0
2026-04-19,12,2996.0,4.46,17.69,11061.0,4116.0,13.04,12.04,15176.0
2026-04-19,13,13.0,4.49,18.08,10912.0,3966.0,12.67,11.63,14879.0
2026-04-19,14,6.0,4.5,18.51,10902.0,3993.0,12.71,11.65,14895.0
2026-04-19,15,6.0,4.52,18.88,10775.0,3972.0,12.72,11.67,14747.0
2026-04-19,16,11.0,4.53,18.49,10606.0,3881.0,12.51,11.46,14487.0
2026-04-19,17,14418.0,4.46,17.15,12184.0,4771.0,15.96,15.27,16955.0
2026-04-19,18,14615.0,4.17,17.15,13641.0,5331.0,19.18,18.61,18973.0
2026-04-19,19,14432.0,3.84,17.23,13388.0,5215.0,19.08,18.48,18602.0
2026-04-19,20,14214.0,3.52,16.98,13036.0,5055.0,18.39,17.76,18091.0
2026-04-19,21,14551.0,3.29,16.54,11980.0,4645.0,16.41,15.67,16625.0
2026-04-19,22,13931.0,3.24,17.5,10796.0,4180.0,13.66,12.84,14976.0
2026-04-19,23,3036.0,3.45,20.02,8472.0,3100.0,9.78,8.65,11572.0
2026-04-20,0,3279.0,3.73,20.6,5886.0,2180.0,6.12,4.96,8065.0
2026-04-20,1,3544.0,4.04,20.82,5656.0,2139.0,6.21,5.04,7795.0
2026-04-20,2,3563.0,4.36,21.15,5646.0,2119.0,6.57,5.4,7765.0
2026-04-20,3,3631.0,4.69,21.74,5717.0,2137.0,6.84,5.67,7855.0
2026-04-20,4,3586.0,5.02,20.33,7599.0,2778.0,9.48,8.33,10377.0
2026-04-20,5,14191.0,5.16,17.08,11025.0,4271.0,15.96,15.16,15296.0
2026-04-20,6,14933.0,4.98,17.24,13095.0,5092.0,18.95,18.29,18187.0
2026-04-20,7,14836.0,4.71,16.86,13372.0,5250.0,19.11,18.46,18621.0
2026-04-20,8,15528.0,4.43,16.51,13397.0,5357.0,18.96,18.38,18753.0
2026-04-20,9,15657.0,4.22,16.64,12922.0,5281.0,18.27,17.81,18203.0
2026-04-20,10,14453.0,4.11,16.91,11337.0,4653.0,14.68,14.06,15990.0
2026-04-20,11,210.0,4.2,18.28,10089.0,3757.0,11.69,10.61,13846.0
2026-04-20,12,206.0,4.23,18.74,10426.0,3896.0,11.92,10.85,14322.0
2026-04-20,13,208.0,4.26,18.99,10491.0,3900.0,12.05,10.99,14391.0
2026-04-20,14,198.0,4.29,19.0,10452.0,3913.0,12.08,11.01,14364.0
2026-04-20,15,219.0,4.32,19.07,10455.0,3894.0,12.15,11.09,14349.0
2026-04-20,16,212.0,4.35,18.99,10460.0,3935.0,12.25,11.19,14394.0
2026-04-20,17,13218.0,4.27,17.88,12212.0,4951.0,16.01,15.42,17163.0
2026-04-20,18,15111.0,3.99,17.5,13483.0,5434.0,18.98,18.48,18917.0
2026-04-20,19,15285.0,3.72,17.18,13079.0,5310.0,18.82,18.41,18390.0
2026-04-20,20,15441.0,3.5,17.03,13035.0,5272.0,18.76,18.33,18308.0
2026-04-20,21,15302.0,3.33,16.81,12007.0,4839.0,16.78,16.21,16846.0
2026-04-20,22,10406.0,3.36,17.66,10508.0,4067.0,12.96,12.1,14575.0
2026-04-20,23,3531.0,3.64,20.83,7593.0,2821.0,8.38,7.24,10414.0
2026-04-21,0,3458.0,3.96,21.3,5691.0,2103.0,5.82,4.66,7793.0
2026-04-21,1,3519.0,4.28,21.55,5653.0,2132.0,6.08,4.91,7785.0
2026-04-21,2,3520.0,4.6,21.5,5569.0,2113.0,6.41,5.24,7683.0
2026-04-21,3,3576.0,4.92,22.12,5638.0,2146.0,6.7,5.53,7784.0
2026-04-21,4,9690.0,5.14,22.52,7777.0,3084.0,9.77,8.81,10861.0
2026-04-21,5,14909.0,5.15,19.06,11059.0,4349.0,16.16,15.45,15407.0
2026-04-21,6,15355.0,5.01,16.97,12898.0,5148.0,18.87,18.36,18046.0
2026-04-21,7,15233.0,4.79,17.31,13131.0,5258.0,18.95,18.5,18389.0
2026-04-21,8,15124.0,4.54,17.24,13334.0,5368.0,19.02,18.55,18702.0
2026-04-21,9,15040.0,4.27,17.0,13012.0,5241.0,18.43,17.89,18254.0
2026-04-21,10,12124.0,4.12,17.3,11433.0,4533.0,14.67,13.93,15966.0
2026-04-21,11,217.0,4.18,18.8,10089.0,3761.0,11.84,10.74,13850.0
2026-04-21,12,206.0,4.21,19.01,10316.0,3830.0,11.86,10.78,14146.0
2026-04-21,13,193.0,4.24,19.29,10383.0,3879.0,11.94,10.87,14262.0
2026-04-21,14,215.0,4.27,19.36,10278.0,3855.0,11.95,10.88,14133.0
2026-04-21,15,201.0,4.3,19.12,10314.0,3862.0,11.96,10.89,14176.0
2026-04-21,16,814.0,4.33,18.71,10431.0,3916.0,12.19,11.13,14347.0
2026-04-21,17,13922.0,4.22,17.94,12185.0,4935.0,16.15,15.62,17119.0
2026-04-21,18,15114.0,3.93,17.22,13151.0,5357.0,18.6,18.17,18508.0
2026-04-21,19,15170.0,3.73,17.21,12753.0,5137.0,17.92,17.42,17890.0
2026-04-21,20,15166.0,3.51,17.28,13093.0,5280.0,18.67,18.18,18373.0
2026-04-21,21,14889.0,3.31,17.37,12058.0,4827.0,16.65,16.07,16886.0
2026-04-21,22,15270.0,3.3,17.62,10522.0,4167.0,13.03,12.28,14690.0
2026-04-21,23,13479.0,3.57,19.14,7546.0,3035.0,8.45,7.48,10581.0
2026-04-22,0,3368.0,4.0,22.82,5828.0,2171.0,5.94,4.77,7999.0
2026-04-22,1,2871.0,4.27,23.13,5854.0,2202.0,6.3,5.13,8056.0
2026-04-22,2,2777.0,4.52,22.34,5637.0,2115.0,6.56,5.39,7752.0
2026-04-22,3,2823.0,4.77,22.59,5653.0,2110.0,6.85,5.68,7763.0
2026-04-22,4,7699.0,5.01,20.16,7739.0,3014.0,9.89,8.86,10753.0
2026-04-22,5,14589.0,5.13,17.87,10972.0,4350.0,16.13,15.44,15322.0
2026-04-22,6,15333.0,5.0,17.99,12996.0,5129.0,18.9,18.38,18125.0
2026-04-22,7,15096.0,4.76,17.59,13321.0,5305.0,18.99,18.5,18626.0
2026-04-22,8,15027.0,4.48,17.43,13412.0,5348.0,18.98,18.49,18760.0
2026-04-22,9,15015.0,4.22,17.38,12927.0,5219.0,18.17,17.63,18146.0
2026-04-22,10,15110.0,4.07,17.49,11420.0,4565.0,14.69,14.03,15985.0
2026-04-22,11,3287.0,4.15,19.08,10117.0,3821.0,12.1,11.09,13938.0
2026-04-22,12,11.0,4.18,19.27,10309.0,3867.0,11.92,10.85,14177.0
2026-04-22,13,2.0,4.19,19.28,10333.0,3883.0,11.93,10.86,14216.0
2026-04-22,14,7.0,4.21,19.4,10354.0,3876.0,12.04,10.97,14230.0
2026-04-22,15,5.0,4.23,19.53,10289.0,3849.0,11.94,10.88,14137.0
2026-04-22,16,11.0,4.24,18.77,10466.0,3903.0,12.27,11.21,14370.0
2026-04-22,17,13809.0,4.16,17.19,11974.0,4835.0,15.77,15.19,16809.0
2026-04-22,18,14901.0,3.9,16.83,13517.0,5416.0,19.09,18.65,18933.0
2026-04-22,19,14850.0,3.6,16.75,13347.0,5256.0,19.0,18.44,18603.0
2026-04-22,20,14813.0,3.33,16.76,13253.0,5146.0,18.88,18.22,18399.0
2026-04-22,21,15481.0,3.12,16.03,12321.0,4786.0,16.99,16.26,17107.0
2026-04-22,22,9720.0,3.15,16.98,10762.0,4095.0,13.14,12.21,14857.0
2026-04-22,23,3713.0,3.42,19.61,7705.0,2847.0,8.3,7.16,10552.0
2026-04-23,0,3810.0,3.77,18.77,5603.0,2047.0,5.58,4.41,7650.0
2026-04-23,1,3896.0,4.12,19.17,5638.0,2138.0,6.09,4.92,7776.0
2026-04-23,2,3955.0,4.47,19.79,5703.0,2159.0,6.45,5.27,7862.0
2026-04-23,3,4021.0,4.84,20.31,5747.0,2175.0,6.75,5.58,7922.0
2026-04-23,4,6689.0,5.18,19.24,7771.0,2941.0,9.55,8.46,10712.0
2026-04-23,5,13572.0,5.21,17.07,11116.0,4336.0,15.92,15.14,15452.0
2026-04-23,6,15118.0,5.0,17.17,13104.0,5069.0,18.95,18.3,18173.0
2026-04-23,7,14848.0,4.73,16.73,13425.0,5251.0,19.07,18.44,18676.0
2026-04-23,8,15164.0,4.43,16.52,13482.0,5288.0,19.1,18.47,18770.0
2026-04-23,9,15487.0,4.19,16.32,13043.0,5133.0,18.41,17.74,18176.0
2026-04-23,10,13634.0,4.09,17.18,11398.0,4500.0,14.6,13.83,15898.0
2026-04-23,11,236.0,4.2,19.13,10017.0,3718.0,11.69,10.6,13735.0
2026-04-23,12,213.0,4.23,19.36,10282.0,3838.0,11.91,10.83,14120.0
